-472.037734330571,-2036.08179066739,-1326.18338165967
-444.377706874048,-2023.82175560351,-1288.27552119987
-417.395084006962,-2011.76148530259,-1281.84388803671
-405.477420589442,-2006.48516748837,-1263.66579922445
-405.585554220487,-2006.60413995957,-1242.2172205947
-449.068962319704,-2026.16497156551,-1214.49190364926
-455.461650910461,-2029.04895514615,-1207.90518772482
-460.322546241153,-2031.25174782232,-1199.89968609214
-463.398367436031,-2032.65857130316,-1190.89253187719
-464.52884634841,-2033.19612191537,-1181.35305012245
-464.340424019809,-2033.20352865958,-1153.45469810302
-462.639955680596,-2032.48148561253,-1141.49585643889
-457.846523410968,-2030.37111777152,-1130.5873190789
-450.372503253446,-2027.05397878945,-1121.66754081142
-440.860880584878,-2022.81544010145,-1115.50388469809
-428.278314002214,-2017.19170206085,-1112.43762794532
-428.419225050301,-2017.30003692075,-1098.68425987187
-428.560136098387,-2017.40837178065,-1084.93089179841
-428.701047146474,-2017.51670664055,-1071.17752372495
-428.841958194559,-2017.62504150045,-1057.4241556515
-442.421112309644,-2023.71647723034,-1053.96146928038
-453.955160590551,-2028.90902978766,-1045.38870188411
-461.907638688543,-2032.51099304382,-1032.84784204758
-465.219187497079,-2034.04254517099,-1018.00947268947
-465.205074361429,-2034.0892816132,-1001.88086798652
-465.190961225779,-2034.13601805542,-985.75226328358
-465.176848090129,-2034.18275449763,-969.623658580635
-460.017114412268,-2031.93203361851,-951.523265319754
-447.997102407889,-2026.59499718145,-937.872324480943
-431.672148913807,-2019.30624686588,-931.57289239908
-409.338961024959,-2009.31457421106,-929.147793072921
-387.005773136112,-1999.32290155624,-926.722693746763
-364.672585247265,-1989.33122890142,-924.297594420605
-360.70275022692,-1987.61322870804,-906.213794760246
-350.490987961888,-1983.08786868393,-891.944101022175
-335.831807971223,-1976.55191740627,-883.531437105143
-335.712925394197,-1976.56822055335,-862.393896695898
-336.045501395649,-1976.75129793854,-852.007316324306
-336.378077397101,-1976.93437532373,-841.620735952713
-348.829849869612,-1982.54011885299,-832.354437195597
-356.956088109097,-1986.22429661605,-818.471844600394
-359.452440883166,-1987.39555728109,-802.201268022995
-359.725105493813,-1987.61452891074,-772.74831038506
-355.177982712707,-1985.64630842695,-752.153696697353
-342.248583158157,-1979.90905645752,-736.386550557257
-324.042481410216,-1971.78083110951,-729.234058527153
-296.8909671706,-1959.63329073056,-726.343727166702
-283.496451466825,-1953.67014970829,-715.937226913798
-279.548176544272,-1951.99598819038,-687.461321231474
-275.599901621718,-1950.32182667247,-658.985415549151
-271.651626699165,-1948.64766515456,-630.509509866827
-271.62671779404,-1948.88051720827,-556.333333384231
-271.610928465941,-1949.02805653796,-509.333051348242
-271.587097953544,-1949.25065065039,-438.422016171416
-282.538208263657,-1954.40079367024,-363.396036721139
-305.773503624554,-1964.83442486953,-354.256780512325
-329.008798985452,-1975.26805606882,-345.117524303511
-352.283609779314,-1985.77041563339,-320.463788570405
-352.323125212279,-1985.83914399868,-304.949309046112
-352.362640645243,-1985.90787236396,-289.434829521819
-358.640304021053,-1988.8261720245,-256.759777691191
-371.410673897791,-1994.57686396561,-246.795227761875
-379.370676380814,-1998.18962680983,-231.995519488206
-381.14384704807,-1999.03973216908,-214.919857083865
-380.988199343892,-1999.10694908077,-173.300596648828
-373.912268967077,-1995.98047610098,-160.604621866649
-373.657610642343,-1995.94372737166,-137.113706890755
-390.194055563496,-2003.37334193729,-129.377926820887
-401.784347933581,-2008.6124077446,-114.320942084801
-405.956371529206,-2010.5434741573,-95.1542866824178
-405.995881662304,-2010.69993489769,-52.9689243161292
-471.665081233983,-2035.74693052239,-1377.25607298088
