142.8571429,1000,-1000,c
285.7142857,1000,0,c
428.5714286,1000,0,c
571.4285714,1000,0,c
714.2857143,1000,0,c
857.1428571,1000,0,c
1000,1000,0,c
1142.857143,1000,0,c
1285.714286,1000,0,c
1428.571429,1000,0,c
1571.428571,1000,0,c
1714.285714,1000,0,c
1857.142857,1000,0,c
2000,1000,0,c
2142.857143,1000,0,c
2285.714286,1000,0,c
2428.571429,1000,0,c
2571.428571,1000,0,c
2714.285714,1000,0,c
2857.142857,1000,0,c
2857.142857,1000,-100,c
2714.285714,1000,-100,c
2571.428571,1000,-100,c
2428.571429,1000,-100,c
2285.714286,1000,-100,c
2142.857143,1000,-100,c
2000,1000,-100,c
1857.142857,1000,-100,c
1714.285714,1000,-100,c
1571.428571,1000,-100,c
1428.571429,1000,-100,c
1285.714286,1000,-100,c
1142.857143,1000,-100,c
1000,1000,-100,c
857.1428571,1000,-100,c
714.2857143,1000,-100,c
571.4285714,1000,-100,c
428.5714286,1000,-100,c
285.7142857,1000,-100,c
142.8571429,1000,-100,c
2857.142857,1000,-200,c
2714.285714,1000,-200,c
2571.428571,1000,-200,c
2428.571429,1000,-200,c
2285.714286,1000,-200,c
2142.857143,1000,-200,c
2000,1000,-200,c
1857.142857,1000,-200,c
1714.285714,1000,-200,c
1571.428571,1000,-200,c
1428.571429,1000,-200,c
1285.714286,1000,-200,c
1142.857143,1000,-200,c
1000,1000,-200,c
857.1428571,1000,-200,c
714.2857143,1000,-200,c
571.4285714,1000,-200,c
428.5714286,1000,-200,c
285.7142857,1000,-200,c
142.8571429,1000,-200,c
2857.142857,1000,-300,c
2714.285714,1000,-300,c
2571.428571,1000,-300,c
2428.571429,1000,-300,c
2285.714286,1000,-300,c
2142.857143,1000,-300,c
2000,1000,-300,c
1857.142857,1000,-300,c
1714.285714,1000,-300,c
1571.428571,1000,-300,c
1428.571429,1000,-300,c
1285.714286,1000,-300,c
1142.857143,1000,-300,c
1000,1000,-300,c
857.1428571,1000,-300,c
714.2857143,1000,-300,c
571.4285714,1000,-300,c
428.5714286,1000,-300,c
285.7142857,1000,-300,c
142.8571429,1000,-300,c
2857.142857,1000,-400,c
2714.285714,1000,-400,c
2571.428571,1000,-400,c
2428.571429,1000,-400,c
2285.714286,1000,-400,c
2142.857143,1000,-400,c
2000,1000,-400,c
1857.142857,1000,-400,c
1714.285714,1000,-400,c
1571.428571,1000,-400,c
1428.571429,1000,-400,c
1285.714286,1000,-400,c
1142.857143,1000,-400,c
1000,1000,-400,c
857.1428571,1000,-400,c
714.2857143,1000,-400,c
571.4285714,1000,-400,c
428.5714286,1000,-400,c
285.7142857,1000,-400,c
142.8571429,1000,-400,c
2857.142857,1000,-500,c
2714.285714,1000,-500,c
2571.428571,1000,-500,c
2428.571429,1000,-500,c
2285.714286,1000,-500,c
2142.857143,1000,-500,c
2000,1000,-500,c
1857.142857,1000,-500,c
1714.285714,1000,-500,c
1571.428571,1000,-500,c
1428.571429,1000,-500,c
1285.714286,1000,-500,c
1142.857143,1000,-500,c
1000,1000,-500,c
857.1428571,1000,-500,c
714.2857143,1000,-500,c
571.4285714,1000,-500,c
428.5714286,1000,-500,c
285.7142857,1000,-500,c
142.8571429,1000,-500,c
2857.142857,1000,-600,c
2714.285714,1000,-600,c
2571.428571,1000,-600,c
2428.571429,1000,-600,c
2285.714286,1000,-600,c
2142.857143,1000,-600,c
2000,1000,-600,c
1857.142857,1000,-600,c
1714.285714,1000,-600,c
1571.428571,1000,-600,c
1428.571429,1000,-600,c
1285.714286,1000,-600,c
1142.857143,1000,-600,c
1000,1000,-600,c
857.1428571,1000,-600,c
714.2857143,1000,-600,c
571.4285714,1000,-600,c
428.5714286,1000,-600,c
285.7142857,1000,-600,c
142.8571429,1000,-600,c
2857.142857,1000,-700,c
2714.285714,1000,-700,c
2571.428571,1000,-700,c
2428.571429,1000,-700,c
2285.714286,1000,-700,c
2142.857143,1000,-700,c
2000,1000,-700,c
1857.142857,1000,-700,c
1714.285714,1000,-700,c
1571.428571,1000,-700,c
1428.571429,1000,-700,c
1285.714286,1000,-700,c
1142.857143,1000,-700,c
1000,1000,-700,c
857.1428571,1000,-700,c
714.2857143,1000,-700,c
571.4285714,1000,-700,c
428.5714286,1000,-700,c
285.7142857,1000,-700,c
142.8571429,1000,-700,c
2857.142857,1000,-800,c
2714.285714,1000,-800,c
2571.428571,1000,-800,c
2428.571429,1000,-800,c
2285.714286,1000,-800,c
2142.857143,1000,-800,c
2000,1000,-800,c
1857.142857,1000,-800,c
1714.285714,1000,-800,c
1571.428571,1000,-800,c
1428.571429,1000,-800,c
1285.714286,1000,-800,c
1142.857143,1000,-800,c
1000,1000,-800,c
857.1428571,1000,-800,c
714.2857143,1000,-800,c
571.4285714,1000,-800,c
428.5714286,1000,-800,c
285.7142857,1000,-800,c
142.8571429,1000,-800,c
2857.142857,1000,-900,c
2714.285714,1000,-900,c
2571.428571,1000,-900,c
2428.571429,1000,-900,c
2285.714286,1000,-900,c
2142.857143,1000,-900,c
2000,1000,-900,c
1857.142857,1000,-900,c
1714.285714,1000,-900,c
1571.428571,1000,-900,c
1428.571429,1000,-900,c
1285.714286,1000,-900,c
1142.857143,1000,-900,c
1000,1000,-900,c
857.1428571,1000,-900,c
714.2857143,1000,-900,c
571.4285714,1000,-900,c
428.5714286,1000,-900,c
285.7142857,1000,-900,c
142.8571429,1000,-900,c
2857.142857,1000,-1000,c
2714.285714,1000,-1000,c
2571.428571,1000,-1000,c
2428.571429,1000,-1000,c
2285.714286,1000,-1000,c
2142.857143,1000,-1000,c
2000,1000,-1000,c
1857.142857,1000,-1000,c
1714.285714,1000,-1000,c
1571.428571,1000,-1000,c
1428.571429,1000,-1000,c
1285.714286,1000,-1000,c
1142.857143,1000,-1000,c
1000,1000,-1000,c
857.1428571,1000,-1000,c
714.2857143,1000,-1000,c
571.4285714,1000,-1000,c
428.5714286,1000,-1000,c
285.7142857,1000,-1000,c
142.8571429,1000,0,c
285.7142857,950,0,d
428.5714286,950,0,d
571.4285714,950,0,d
714.2857143,950,0,d
857.1428571,950,0,d
1000,950,0,d
1142.857143,950,0,d
1285.714286,950,0,d
1428.571429,950,0,d
1571.428571,950,0,d
1714.285714,950,0,d
1857.142857,950,0,d
2000,950,0,d
2142.857143,950,0,d
2285.714286,950,0,d
2428.571429,950,0,d
2571.428571,950,0,d
2714.285714,950,0,d
2857.142857,950,0,d
142.8571429,950,0,d
2714.285714,950,-1000,d
2571.428571,950,-1000,d
2428.571429,950,-1000,d
2285.714286,950,-1000,d
2142.857143,950,-1000,d
2000,950,-1000,d
1857.142857,950,-1000,d
1714.285714,950,-1000,d
1571.428571,950,-1000,d
1428.571429,950,-1000,d
1285.714286,950,-1000,d
1142.857143,950,-1000,d
1000,950,-1000,d
857.1428571,950,-1000,d
714.2857143,950,-1000,d
571.4285714,950,-1000,d
428.5714286,950,-1000,d
285.7142857,950,-1000,d
142.8571429,950,-1000,d
2857.142857,950,-1000,d
