-551.7483782,-1547.604856,176.6264205,,,-1323.37358
-521.5584119,-1550.878783,214.4449285,,,-1285.555072
-491.807163,-1553.971037,220.9626785,,,-1279.037322
-479.1329571,-1555.354594,238.9291251,,,-1261.070875
-479.2138395,-1555.427353,257.5243517,,,-1242.475648
-511.6168041,-1552.185991,279.4353986,,,-1220.564601
-496.6467017,-1553.689227,270.627518,,,-1229.372482
-526.5869065,-1550.682754,288.2432792,,,-1211.756721
-543.3986296,-1549.09618,321.4317931,,,-1178.568207
-543.1613234,-1549.242272,349.3293906,,,-1150.670609
-520.2827176,-1551.758099,385.9635007,,,-1114.036499
-532.305731,-1550.480539,376.9259258,,,-1123.074074
-540.2881483,-1549.602759,364.1441699,,,-1135.85583
-505.8286893,-1553.264405,390.0469891,,,-1109.953011
-504.1511009,-1553.586219,424.2279262,,,-1075.772074
-503.9853731,-1553.53117,407.6903047,,,-1092.309695
-504.3168288,-1553.641268,440.7655477,,,-1059.234452
-540.7910938,-1550.016493,470.8993347,,,-1029.100665
-533.1758322,-1550.748362,458.891315,,,-1041.108685
-521.9989632,-1551.861218,450.1414847,,,-1049.858515
-543.9639909,-1549.750258,484.7767344,,,-1015.223266
-543.8878281,-1549.916348,521.0658012,,,-978.9341988
-543.9132157,-1549.860984,508.9694456,,,-991.0305544
-543.9386033,-1549.805621,496.87309,,,-1003.12691
-543.8624405,-1549.971711,533.1621568,,,-966.8378432
-525.1019433,-1552.041913,564.8579443,,,-935.1420557
-538.2181402,-1550.631827,551.2458222,,,-948.7541778
-461.4129212,-1558.647296,575.5404541,,,-924.4595459
-484.3575731,-1556.274747,573.3225868,,,-926.6774132
-438.4682694,-1561.019845,577.7583214,,,-922.2416786
-416.451172,-1563.437732,612.2779889,,,-887.7220111
-425.0391022,-1562.517377,604.0326512,,,-895.9673488
-431.0440308,-1561.854065,593.7328434,,,-906.2671566
-405.9402917,-1564.544392,617.8351364,,,-882.1648636
-402.6546433,-1564.902409,622.3425897,,,-877.6574103
-402.3265998,-1564.972918,630.7646372,,,-869.2353628
-403.2347593,-1564.996735,657.6731761,,,-842.3268239
-426.0752584,-1562.763193,684.872944,,,-815.127056
-418.2086714,-1563.514896,671.4781971,,,-828.5218029
-428.4420992,-1562.586476,700.2428603,,,-799.7571397
-428.7055498,-1562.687784,729.6965416,,,-770.3034584
-405.0210787,-1565.296895,768.6915892,,,-731.3084108
-417.644735,-1563.954724,759.0219269,,,-740.9780731
-425.9153955,-1563.043618,745.404785,,,-754.595215
-389.765366,-1566.887158,773.0955405,,,-726.9044595
-360.1697236,-1569.947187,775.8983333,,,-724.1016667
-345.5591754,-1571.496997,786.2616013,,,-713.7383987
-336.8875421,-1572.638254,843.1876576,,,-656.8123424
-341.2233588,-1572.067625,814.7246295,,,-685.2753705
-332.5106679,-1573.331615,898.8264077,,,-601.1735923
-332.3686138,-1573.756151,992.8263735,,,-507.1736265
-332.4396409,-1573.543883,945.8263906,,,-554.1736094
-345.0067867,-1573.115931,1144.471443,,,-355.5285571
-338.6341194,-1573.596169,1104.104198,,,-395.8958021
-332.2614433,-1574.076408,1063.736954,,,-436.2630457
-351.3794454,-1572.635694,1184.838689,,,-315.1613108
-397.9608777,-1567.892733,1197.238244,,,-302.7617557
-423.2261551,-1565.383308,1218.435302,,,-281.5646984
-412.9319916,-1566.384915,1205.019525,,,-294.9804753
-426.9323888,-1565.120435,1245.678856,,,-254.321144
-449.4979867,-1562.904874,1270.509808,,,-229.4901917
-440.8393566,-1563.731905,1255.684519,,,-244.3154811
-451.4110059,-1562.782354,1287.591096,,,-212.4089035
-451.1937094,-1562.986218,1329.209636,,,-170.7903643
-443.4671419,-1563.837176,1341.882734,,,-158.1172659
-443.1626921,-1563.970962,1365.372704,,,-134.6272957
-475.7517321,-1560.734576,1392.819231,,,-107.1807689
-468.3626821,-1561.439468,1379.967148,,,-120.0328515
-457.0433752,-1562.563577,1370.434015,,,-129.5659848
-478.3169434,-1560.534146,1407.436019,,,-92.56398127
-478.3117004,-1560.718643,1449.621286,,,-50.37871403
-551.4007065,-1547.417942,125.5528072,,,-1374.447193
-472.0377343,-2036.081791,173.8166183,,,-1326.183382
-444.3777069,-2023.821756,211.7244788,,,-1288.275521
-417.395084,-2011.761485,218.156112,,,-1281.843888
-405.4774206,-2006.485167,236.3342008,,,-1263.665799
-405.5855542,-2006.60414,257.7827794,,,-1242.217221
-449.0689623,-2026.164972,285.5080964,,,-1214.491904
-455.4616509,-2029.048955,292.0948123,,,-1207.905188
-460.3225462,-2031.251748,300.1003139,,,-1199.899686
-463.3983674,-2032.658571,309.1074681,,,-1190.892532
-464.5288463,-2033.196122,318.6469499,,,-1181.35305
-464.340424,-2033.203529,346.5453019,,,-1153.454698
-462.6399557,-2032.481486,358.5041436,,,-1141.495856
-457.8465234,-2030.371118,369.4126809,,,-1130.587319
-450.3725033,-2027.053979,378.3324592,,,-1121.667541
-440.8608806,-2022.81544,384.4961153,,,-1115.503885
-428.278314,-2017.191702,387.5623721,,,-1112.437628
-428.4192251,-2017.300037,401.3157401,,,-1098.68426
-428.5601361,-2017.408372,415.0691082,,,-1084.930892
-428.7010471,-2017.516707,428.8224763,,,-1071.177524
-428.8419582,-2017.625042,442.5758443,,,-1057.424156
-442.4211123,-2023.716477,446.0385307,,,-1053.961469
-453.9551606,-2028.90903,454.6112981,,,-1045.388702
-461.9076387,-2032.510993,467.152158,,,-1032.847842
-465.2191875,-2034.042545,481.9905273,,,-1018.009473
-465.2050744,-2034.089282,498.119132,,,-1001.880868
-465.1909612,-2034.136018,514.2477367,,,-985.7522633
-465.1768481,-2034.182754,530.3763414,,,-969.6236586
-460.0171144,-2031.932034,548.4767347,,,-951.5232653
-447.9971024,-2026.594997,562.1276755,,,-937.8723245
-431.6721489,-2019.306247,568.4271076,,,-931.5728924
-409.338961,-2009.314574,570.8522069,,,-929.1477931
-387.0057731,-1999.322902,573.2773063,,,-926.7226937
-364.6725852,-1989.331229,575.7024056,,,-924.2975944
-360.7027502,-1987.613229,593.7862052,,,-906.2137948
-350.490988,-1983.087869,608.055899,,,-891.944101
-335.831808,-1976.551917,616.4685629,,,-883.5314371
-335.7129254,-1976.568221,637.6061033,,,-862.3938967
-336.0455014,-1976.751298,647.9926837,,,-852.0073163
-336.3780774,-1976.934375,658.379264,,,-841.620736
-348.8298499,-1982.540119,667.6455628,,,-832.3544372
-356.9560881,-1986.224297,681.5281554,,,-818.4718446
-359.4524409,-1987.395557,697.798732,,,-802.201268
-359.7251055,-1987.614529,727.2516896,,,-772.7483104
-355.1779827,-1985.646308,747.8463033,,,-752.1536967
-342.2485832,-1979.909056,763.6134494,,,-736.3865506
-324.0424814,-1971.780831,770.7659415,,,-729.2340585
-296.8909672,-1959.633291,773.6562728,,,-726.3437272
